# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)               |            platform_match() {
 0)   5.286 us    |              of_match_device();
 0)   9.270 us    |            }
 0) + 11.593 us   |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.293 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.276 us    |              of_match_device();
 0)   7.795 us    |            }
 0) + 10.159 us   |          }
 0)   1.228 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.373 us    |              of_match_device();
 0)   7.792 us    |            }
 0) + 10.092 us   |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0) + 10.097 us   |              of_match_device();
 0) + 12.458 us   |            }
 0) + 14.845 us   |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.149 us    |          _raw_spin_unlock_irqrestore();
 0) ! 139.850 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.189 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.304 us    |            rpm_check_suspend_allowed();
 0)   3.806 us    |          }
 0)   1.240 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.009 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.202 us    |            rpm_check_suspend_allowed();
 0)   3.424 us    |          }
 0)   1.152 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.308 us   |        }
 0)   1.312 us    |        mutex_unlock();
 0) ! 181.348 us  |      }
 0) ! 183.963 us  |    }
 0)   1.168 us    |    mutex_lock();
 0)   1.193 us    |    mutex_unlock();
 0) ! 193.208 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.493 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.200 us    |          _raw_spin_lock_irqsave();
 0)   1.478 us    |          rpm_resume();
 0)   1.203 us    |          _raw_spin_unlock_irqrestore();
 0)   8.392 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.170 us    |          _raw_spin_lock_irqsave();
 0)   1.213 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.607 us    |              of_match_device();
 0)   8.386 us    |            }
 0) + 10.780 us   |          }
 0)   1.194 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   7.387 us    |              of_match_device();
 0)   9.730 us    |            }
 0) + 12.085 us   |          }
 0)   1.322 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.161 us    |              of_match_device();
 0)   3.538 us    |            }
 0)   5.872 us    |          }
 0)   1.178 us    |          _raw_spin_lock_irqsave();
 0)   1.160 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.311 us    |              of_match_device();
 0)   7.843 us    |            }
 0) + 10.135 us   |          }
 0)   1.199 us    |          _raw_spin_lock_irqsave();
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.399 us    |              of_match_device();
 0)   7.725 us    |            }
 0) + 10.060 us   |          }
 0)   1.203 us    |          _raw_spin_lock_irqsave();
 0)   1.305 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.323 us    |              of_match_device();
 0)   7.718 us    |            }
 0) + 11.642 us   |          }
 0)   1.325 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.384 us    |              of_match_device();
 0)   7.783 us    |            }
 0) + 10.130 us   |          }
 0)   1.182 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0) + 10.331 us   |              of_match_device();
 0) + 12.786 us   |            }
 0) + 15.110 us   |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.160 us    |          _raw_spin_unlock_irqrestore();
 0) ! 140.317 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.188 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.420 us    |            rpm_check_suspend_allowed();
 0)   4.030 us    |          }
 0)   1.300 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.379 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.185 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.188 us    |            rpm_check_suspend_allowed();
 0)   3.525 us    |          }
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.755 us   |        }
 0)   1.200 us    |        mutex_unlock();
 0) ! 182.880 us  |      }
 0) ! 185.550 us  |    }
 0)   1.155 us    |    mutex_lock();
 0)   1.187 us    |    mutex_unlock();
 0) ! 194.658 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.203 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.537 us    |          rpm_resume();
 0)   1.265 us    |          _raw_spin_unlock_irqrestore();
 0)   8.905 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.191 us    |          _raw_spin_lock_irqsave();
 0)   1.247 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.293 us    |              of_match_device();
 0)   7.823 us    |            }
 0) + 10.242 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.167 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.355 us    |              of_match_device();
 0)   8.788 us    |            }
 0) + 11.227 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.229 us    |              of_match_device();
 0)   3.543 us    |            }
 0)   5.885 us    |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.855 us    |              of_match_device();
 0)   7.240 us    |            }
 0)   9.606 us    |          }
 0)   1.183 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.828 us    |              of_match_device();
 0)   7.267 us    |            }
 0)   9.567 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.837 us    |              of_match_device();
 0)   7.228 us    |            }
 0)   9.551 us    |          }
 0)   1.320 us    |          _raw_spin_lock_irqsave();
 0)   2.510 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.977 us    |              of_match_device();
 0)   7.385 us    |            }
 0)   9.758 us    |          }
 0)   1.183 us    |          _raw_spin_lock_irqsave();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.640 us    |              of_match_device();
 0) + 11.092 us   |            }
 0) + 13.575 us   |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.173 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.040 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.832 us    |            rpm_check_suspend_allowed();
 0)   4.308 us    |          }
 0)   1.152 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.399 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.310 us    |            rpm_check_suspend_allowed();
 0)   3.617 us    |          }
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.543 us   |        }
 0)   1.202 us    |        mutex_unlock();
 0) ! 177.768 us  |      }
 0) ! 180.212 us  |    }
 0)   1.202 us    |    mutex_lock();
 0)   1.164 us    |    mutex_unlock();
 0) ! 189.227 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.217 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.327 us    |          rpm_resume();
 0)   1.150 us    |          _raw_spin_unlock_irqrestore();
 0)   8.450 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.175 us    |          _raw_spin_lock_irqsave();
 0)   1.219 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.882 us    |              of_match_device();
 0)   7.376 us    |            }
 0)   9.904 us    |          }
 0)   1.205 us    |          _raw_spin_lock_irqsave();
 0)   1.220 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.287 us    |              of_match_device();
 0)   8.777 us    |            }
 0) + 11.075 us   |          }
 0)   1.193 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.258 us    |              of_match_device();
 0)   3.580 us    |            }
 0)   5.890 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.503 us    |              of_match_device();
 0)   6.972 us    |            }
 0)   9.285 us    |          }
 0)   1.188 us    |          _raw_spin_lock_irqsave();
 0)   1.220 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.493 us    |              of_match_device();
 0)   6.907 us    |            }
 0)   9.268 us    |          }
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.595 us    |              of_match_device();
 0)   7.025 us    |            }
 0)   9.446 us    |          }
 0)   1.217 us    |          _raw_spin_lock_irqsave();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.505 us    |              of_match_device();
 0)   6.900 us    |            }
 0)   9.254 us    |          }
 0)   2.520 us    |          _raw_spin_lock_irqsave();
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   7.947 us    |              of_match_device();
 0) + 10.465 us   |            }
 0) + 12.868 us   |          }
 0)   1.254 us    |          _raw_spin_lock_irqsave();
 0)   1.246 us    |          _raw_spin_unlock_irqrestore();
 0) ! 132.807 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.183 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.232 us    |            rpm_check_suspend_allowed();
 0)   3.525 us    |          }
 0)   1.151 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.693 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.193 us    |            rpm_check_suspend_allowed();
 0)   3.469 us    |          }
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.425 us   |        }
 0)   1.273 us    |        mutex_unlock();
 0) ! 173.504 us  |      }
 0) ! 175.957 us  |    }
 0)   1.203 us    |    mutex_lock();
 0)   1.188 us    |    mutex_unlock();
 0) ! 184.229 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.237 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.218 us    |          _raw_spin_lock_irqsave();
 0)   1.317 us    |          rpm_resume();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)   8.415 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.170 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.225 us    |              of_match_device();
 0)   7.816 us    |            }
 0) + 10.218 us   |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.316 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   7.128 us    |              of_match_device();
 0)   9.532 us    |            }
 0) + 11.883 us   |          }
 0)   1.250 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.159 us    |              of_match_device();
 0)   3.565 us    |            }
 0)   5.895 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.845 us    |              of_match_device();
 0)   7.241 us    |            }
 0)   9.573 us    |          }
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.824 us    |              of_match_device();
 0)   7.270 us    |            }
 0)   9.752 us    |          }
 0)   1.235 us    |          _raw_spin_lock_irqsave();
 0)   1.223 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.820 us    |              of_match_device();
 0)   7.351 us    |            }
 0)   9.687 us    |          }
 0)   1.184 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.923 us    |              of_match_device();
 0)   7.302 us    |            }
 0)   9.628 us    |          }
 0)   1.183 us    |          _raw_spin_lock_irqsave();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.680 us    |              of_match_device();
 0) + 11.222 us   |            }
 0) + 14.818 us   |          }
 0)   1.222 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0) ! 135.265 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.191 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.205 us    |            rpm_check_suspend_allowed();
 0)   3.553 us    |          }
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.540 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.172 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.189 us    |            rpm_check_suspend_allowed();
 0)   3.471 us    |          }
 0)   1.258 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.412 us   |        }
 0)   1.190 us    |        mutex_unlock();
 0) ! 175.945 us  |      }
 0) ! 178.408 us  |    }
 0)   1.200 us    |    mutex_lock();
 0)   1.193 us    |    mutex_unlock();
 0) ! 186.432 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.212 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.215 us    |          _raw_spin_lock_irqsave();
 0)   1.323 us    |          rpm_resume();
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0)   8.280 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.192 us    |          _raw_spin_lock_irqsave();
 0)   1.187 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.326 us    |              of_match_device();
 0)   7.754 us    |            }
 0)   1.870 us    |            driver_allows_async_probing();
 0)               |            driver_probe_device() {
 0)   3.955 us    |              pm_runtime_get_suppliers();
 0)   2.467 us    |              __pm_runtime_resume();
 0)   2.672 us    |              pm_runtime_barrier();
 0)   1.859 us    |              ktime_get();
 0) # 4444.614 us |              really_probe();
 0)   2.389 us    |              ktime_get();
 0) + 23.743 us   |              printk();
 0)   3.933 us    |              __pm_runtime_idle();
 0)   1.292 us    |              __pm_runtime_idle();
 0)   3.302 us    |              pm_runtime_put_suppliers();
 0) # 4510.099 us |            }
 0) # 4525.371 us |          }
 0)   1.202 us    |          _raw_spin_lock_irqsave();
 0)   1.196 us    |          _raw_spin_unlock_irqrestore();
 0)   1.290 us    |          _raw_spin_lock();
 0) # 4541.011 us |        }
 0)               |        __pm_runtime_idle() {
 0)   1.199 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.222 us    |            rpm_check_suspend_allowed();
 0)   3.510 us    |          }
 0)   1.183 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.446 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.180 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.199 us    |            rpm_check_suspend_allowed();
 0)   3.473 us    |          }
 0)   1.178 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.558 us   |        }
 0)   1.190 us    |        mutex_unlock();
 0) # 4581.712 us |      }
 0) # 4584.356 us |    }
 0)   1.233 us    |    mutex_lock();
 0)   1.198 us    |    mutex_unlock();
 0) # 4593.091 us |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.226 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.224 us    |          _raw_spin_lock_irqsave();
 0)   1.718 us    |          rpm_resume();
 0)   1.150 us    |          _raw_spin_unlock_irqrestore();
 0)   8.944 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)   1.214 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.910 us    |              of_match_device();
 0)   8.781 us    |            }
 0) + 11.340 us   |          }
 0)   1.176 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.332 us    |              of_match_device();
 0)   8.787 us    |            }
 0) + 11.363 us   |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.186 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.193 us    |              of_match_device();
 0)   3.567 us    |            }
 0)   6.040 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.929 us    |              of_match_device();
 0)   7.588 us    |            }
 0)   9.931 us    |          }
 0)   1.182 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.536 us    |              of_match_device();
 0)   8.160 us    |            }
 0) + 10.476 us   |          }
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.591 us    |              of_match_device();
 0)   6.960 us    |            }
 0)   1.250 us    |            driver_allows_async_probing();
 0)               |            driver_probe_device() {
 0)   2.917 us    |              pm_runtime_get_suppliers();
 0)   2.615 us    |              __pm_runtime_resume();
 0)   3.081 us    |              pm_runtime_barrier();
 0)   1.684 us    |              ktime_get();
 0) # 1010.665 us |              really_probe();
 0)   2.275 us    |              ktime_get();
 0) + 21.310 us   |              printk();
 0)   3.752 us    |              __pm_runtime_idle();
 0)   1.233 us    |              __pm_runtime_idle();
 0)   3.327 us    |              pm_runtime_put_suppliers();
 0) # 1070.424 us |            }
 0) # 1083.964 us |          }
 0)   1.203 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)   1.205 us    |          _raw_spin_lock();
 0) # 1182.084 us |        }
 0)               |        __pm_runtime_idle() {
 0)   1.342 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.208 us    |            rpm_check_suspend_allowed();
 0)   3.515 us    |          }
 0)   1.244 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.657 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.184 us    |            rpm_check_suspend_allowed();
 0)   3.445 us    |          }
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.508 us   |        }
 0)   1.203 us    |        mutex_unlock();
 0) # 1224.203 us |      }
 0) # 1226.933 us |    }
 0)   1.310 us    |    mutex_lock();
 0)   1.192 us    |    mutex_unlock();
 0) # 1237.257 us |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.463 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.387 us    |          _raw_spin_lock_irqsave();
 0)   1.995 us    |          rpm_resume();
 0)   1.237 us    |          _raw_spin_unlock_irqrestore();
 0)   9.371 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.190 us    |          _raw_spin_lock_irqsave();
 0)   1.195 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.030 us    |              of_match_device();
 0)   9.092 us    |            }
 0) + 11.983 us   |          }
 0)   1.213 us    |          _raw_spin_lock_irqsave();
 0)   1.174 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.727 us    |              of_match_device();
 0)   9.202 us    |            }
 0) + 11.761 us   |          }
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.186 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.178 us    |              of_match_device();
 0)   3.648 us    |            }
 0)   6.113 us    |          }
 0)   1.310 us    |          _raw_spin_lock_irqsave();
 0)   1.184 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.925 us    |              of_match_device();
 0)   7.542 us    |            }
 0)   9.863 us    |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.188 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.807 us    |              of_match_device();
 0)   7.225 us    |            }
 0)   9.625 us    |          }
 0)   1.177 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.026 us    |              of_match_device();
 0)   7.530 us    |            }
 0)   9.918 us    |          }
 0)   1.179 us    |          _raw_spin_lock_irqsave();
 0)   1.293 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.013 us    |              of_match_device();
 0)   7.545 us    |            }
 0)   9.888 us    |          }
 0)   1.225 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   9.107 us    |              of_match_device();
 0) + 11.687 us   |            }
 0) + 14.020 us   |          }
 0)   1.195 us    |          _raw_spin_lock_irqsave();
 0)   1.197 us    |          _raw_spin_unlock_irqrestore();
 0) ! 140.567 us  |        }
 0)               |        __pm_runtime_idle() {
 0)   1.208 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.875 us    |            rpm_check_suspend_allowed();
 0)   4.352 us    |          }
 0)   1.152 us    |          _raw_spin_unlock_irqrestore();
 0) + 11.328 us   |        }
 0)               |        __pm_runtime_idle() {
 0)   1.184 us    |          _raw_spin_lock_irqsave();
 0)               |          rpm_idle() {
 0)   1.196 us    |            rpm_check_suspend_allowed();
 0)   3.509 us    |          }
 0)   1.215 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.395 us   |        }
 0)   1.209 us    |        mutex_unlock();
 0) ! 183.522 us  |      }
 0) ! 186.117 us  |    }
 0)   1.197 us    |    mutex_lock();
 0)   1.166 us    |    mutex_unlock();
 0) ! 197.092 us  |  }
 0)               |  bus_probe_device() {
 0)               |    device_initial_probe() {
 0)               |      __device_attach() {
 0)   1.215 us    |        mutex_lock();
 0)               |        __pm_runtime_resume() {
 0)   1.207 us    |          _raw_spin_lock_irqsave();
 0)   1.340 us    |          rpm_resume();
 0)   1.177 us    |          _raw_spin_unlock_irqrestore();
 0)   8.565 us    |        }
 0)               |        bus_for_each_drv() {
 0)   1.181 us    |          _raw_spin_lock_irqsave();
 0)   1.228 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   5.523 us    |              of_match_device();
 0)   8.168 us    |            }
 0) + 10.583 us   |          }
 0)   1.187 us    |          _raw_spin_lock_irqsave();
 0)   1.221 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   6.400 us    |              of_match_device();
 0)   8.985 us    |            }
 0) + 11.482 us   |          }
 0)   1.202 us    |          _raw_spin_lock_irqsave();
 0)   1.185 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   1.158 us    |              of_match_device();
 0)   3.563 us    |            }
 0)   6.033 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.180 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.817 us    |              of_match_device();
 0)   7.330 us    |            }
 0)   9.733 us    |          }
 0)   1.196 us    |          _raw_spin_lock_irqsave();
 0)   1.202 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.773 us    |              of_match_device();
 0)   7.192 us    |            }
 0)   9.556 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.947 us    |              of_match_device();
 0)   7.418 us    |            }
 0)   9.756 us    |          }
 0)   1.197 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   4.822 us    |              of_match_device();
 0)   7.227 us    |            }
 0)   9.625 us    |          }
 0)   1.322 us    |          _raw_spin_lock_irqsave();
 0)   1.179 us    |          _raw_spin_unlock_irqrestore();
 0)               |          __device_attach_driver() {
 0)               |            platform_match() {
 0)   8.849 us    |              of_match_device();
 0) + 11.315 us   |            }
 0) + 13.859 us   |          }
